Blood Shard|b253393b-fdde-47c4-9288-4b8efb0698b1|Resource
Diamond Shard|6865d8d5-bd2e-43c6-8a68-53d1bde6bc28|Resource
Ruby Shard|1f897193-72a1-487e-a6bd-f3f6e7897c47|Resource
Sapphire Shard|8554b2c8-cf48-467d-bf55-ab45e306ce43|Resource
Wild Shard|cd41bd00-7585-4762-a721-6163bdaee3c3|Resource 
Abominate|8eebaeb5-5ff9-48c2-ae2f-2edf2f7cad59|Action
Acolyte of Shoku|d5e0259c-bd3b-4724-af7d-520c5ed58de6|Troop
Adamanthian Scrivener|2ce8233b-c5bd-4be0-86c6-a17021b071ee|Troop
Adamanthian Warpriest|ac6683bb-5c9d-46a7-95cd-de1d33b4fe25|Troop
Adaptable Infusion Device|cbf1f848-d447-4914-8daa-c5a9b726595e|Artifact
Adaptatron|6a7bd0b6-32a7-441f-8aaf-402b56393de6|Troop
Ageless Troubadour|5e4bf20e-25e5-4ba5-910b-23240618d609|Troop
Agent of M.O.L.E.|8db9c71b-8b5e-4426-bcd2-eda443201d0b|Troop
Air Superiority|af7a9f63-f49c-41d6-a9a3-bf81aab4f233|Constant
Altar of Nulzann|53289a59-6cb3-4ca0-9f8f-da7931d7b3b0|Artifact
Alwyn|fe279bde-2ced-4264-a7c0-db3a938c07ab|Troop
Ambershire War Rider|11990332-0ee0-474c-be49-c1190beb1e58|Troop
Ambling Bluff|6198b2cb-d485-4c83-9a53-f5a7a19000f0|Troop
Angel of Agony|7a870f1a-689b-476d-ac94-f64d7bcdc355|Troop
Angel of Glory|a45fd672-2975-478b-8dbc-5653c9e23948|Troop
Angel of Judgement|60bc34db-11d4-41f8-97fa-4c7be958e52d|Troop
Angelic Ascension|76cf86bb-6737-4ca3-8717-865edbdaae3f|Action
Animus of Nulzann|6ca634e8-699e-42f0-9159-ec91e98103b5|Troop
Ankylosaurus|76c52757-9c6f-4ef2-94d9-463ac19f610e|Troop
Arachnomancer|07963acf-4d34-49fb-af55-f75155822ceb|Troop
Arborean Rootfather|52b8044a-4d47-4b5d-a366-0c052c22666a|Troop
Arcane Focus|8f5511ee-bd51-45fb-8348-6072e41c681b|Action
Arcane Shield|56deb755-36a5-470e-84b9-000fa646dd60|Action
Arcane Zephyr|5f07bb40-52d6-47e0-b392-b4f098af4a11|Action
Archmage Wrenlocke|e40559d0-ca0d-48ce-a25c-a335e4442666|Troop
Ardent Crusader|809c0143-3fc8-4696-baf2-3888d5fbacc8|Troop
Ardent Decree|cfae2c46-9d9a-45c8-b777-635cd4b42a91|Artifact
Ardent Officer|8c28cf38-fdea-4d46-b503-d7b073989ed3|Troop
Ardent Phalanx|900e31c1-29b7-4f8a-9915-a9534e75338c|Action
Arena Regular|37141d0d-b29a-4f1c-8f42-1e1c4f94baa9|Troop
Argus, Herald of Doom|e9b37ccc-6f20-4f8f-8a93-90a85179f5b3|Troop
Armitron|152acd3d-2f86-479b-aa37-afca607db6d9|Troop
Artisanal Cheesesmythe|51b5f06e-d099-4d83-b826-57c0acf7616d|Troop
Artisanal Sommelier|308cb309-694b-40ac-b2cd-ee133ccec9eb|Troop
Ascetic Aspirant|de2bee5e-e0e4-4448-9d2e-a67e874e1478|Troop
Ash Harpy|b47fdeea-4bfd-4ff2-a4ea-b8286d371f95|Troop
Ashen Gravebane|d097962a-02d4-4cb6-89b1-267eaec53071|Troop
Ashen Watcher|db092c0c-4309-4127-b120-3bb4fa1290c2|Troop
Ashwood Apprentice|875aa67e-db2d-43a7-aeef-3341b5044763|Troop
Ashwood Blademaster|b22a516f-104f-483f-ac89-f6ee51be608f|Troop
Ashwood Cinderstump|d0e407cf-77ab-4d26-9100-306587c16bba|Troop
Ashwood Firebrand|943be348-82ae-4bad-9e9a-6642a4e2044b|Troop
Ashwood Maestro|16ddc603-0b3f-4d83-b615-67160032606c|Troop
Ashwood Smiter|48a28ec2-79da-4882-a754-d55aec1f3d0f|Troop
Ashwood Soloist|df8445b8-7c51-470a-b6aa-cc53e0d3360d|Troop
Ashwood Soloist|c46f187c-642a-4c68-a252-ee28a4d9e568|Troop
Ashwood Transmuter|fb0ad835-ca7f-4de4-b1fb-565fa0030dd1|Troop
Assault Bot|4af069b0-ba22-45cc-bdeb-18175abc2b4e|Troop
Assault Technician|3f9aec3e-d7d6-4969-acdb-948b31a75fe4|Troop
Astral Sight|73719165-6595-4120-822e-935ee1dc2192|Action
Atrophy|1f48f5e0-204e-47c8-823e-94e50186eef6|Action
Augmented Awakening|8987d17d-7cc3-4d32-aa64-ef5f5e3697a8|Action
Autumn Spiritualist|81b5bf67-507b-4e91-b44b-b328beaa08df|Troop
Avalanche Giant|e0da93a6-9545-4cd9-8971-09753e8516ef|Troop
Awaken|6c7da206-8693-4df8-993a-2f9aa5e0c349|Action
Awakened Theurgist|644e61bd-5436-4319-b5bb-54bee1e96bcb|Troop
Axe Bot|9c0ad719-2ca8-4e85-b428-6d4d487db971|Troop
Ayotochi Brute|e2a2d60c-e291-43a6-9fa5-a81ee29afa0d|Troop
Azure Fang Hierarch|bf2d16fb-e195-4b93-bd95-b9de0427c9c5|Troop
Azurefate Sorceress|bd6dd26c-4210-4935-b534-3c529223189e|Troop
Baa'tle Master|04f31281-544e-452f-81bc-dc52d2ca6275|Troop
Baby Yeti|3a9e0e31-47db-49f6-905c-3c02803ff39e|Troop
Baby Yeti|16390dae-9197-48f1-a287-9a606947b72a|Troop
Balthasar|ab8d1dac-0b27-489f-a992-b80237d590ab|Troop
Bastardspawn of Bokrug|29149433-eedd-4f2d-9230-db13ad421f6c|Troop
Bastion of Adamanth|6ad57c25-0c5b-4262-861c-36812f873206|Troop
Bastion of the Necropolis|b4c89e55-7237-41c2-8950-5e627b5a9390|Troop
Battle Agenda|1a4c7752-1ff3-40b2-8271-d52569354516|Action
Battle Beetle|1ef52579-4405-4cd4-b5f8-d83a660b961c|Troop
Battle Hardened Pa|0a45b5ee-da03-4e0c-abc4-d6117d713fdb|Troop
Battle Hymn|5d1fac2c-f8ae-4484-8b7e-9c6796b26c00|Action
Battlefield Ironsmith|e4e11387-f6a2-4962-8c4f-4787eaae829c|Troop
Battlement Spearman|26d79ec5-a98a-4197-ad99-d9867c5f0d58|Troop
Beguiling Temptress|377bd073-f0c7-4836-a411-0e1f304034be|Troop
Benediction|343a3995-1c02-40a8-9cc9-83866b26dc9c|Action
Bird o' Plenty|d97c09d6-eb00-45a8-bc73-62c9fe30abad|Troop
Blackfire Sorcerer|4920cdf7-da3b-490f-99c4-ffd3251fd3b7|Troop
Blackheart Paladin|df818ff9-db9e-4ddf-ad10-8ef988421e22|Troop
Blade Flourish|f49f194d-86dd-4552-b93a-9f3a2d08f871|Action
Blamsmith|a133a4ea-b651-4b7e-b3e9-390e240c8083|Troop
Blazing Hammer|257e84b9-2109-4234-992f-f0194b3240e5|Action
Bleak Bladetwister|d25c2bdd-b675-4dc5-b9db-e653ebc9f2e5|Troop
Blessing the Fallen|a75e46e7-2473-45af-99a1-3c82d36f0107|Constant
Blight Reaper|625b1bb2-e92d-4378-920e-aefa36eca711|Troop
Blight Steed|360c945e-4ad3-4172-9683-32b839894959|Troop
Blightvines|8f18faa4-5d2b-49ae-a794-2122af9cbd6b|Troop
Blinding Light|c3a35eb5-526d-4ef0-8643-791f08b1272c|Action
Blood Aura|130434e2-ff25-47e5-a65a-bed1f7b47fbe|Action
Blood Bearer|b476027a-4572-4b04-909d-2106f2b8d1ba|Troop
Blood Cauldron Ritualist|e316b8e3-e828-4475-9494-d2de482dfdab|Troop
Blood Infusion Device|958607e0-2d95-4c0d-a1cb-44f6db911cfa|Artifact
Blood Savant|c190125e-830f-4993-a098-c0b48cf6163e|Troop
Bloodcrazed Zealot|74745e7a-108f-481f-b4fd-03c1fbbce8d4|Troop
Bloodlust|03ff50ca-1e2a-4190-9513-eab2e91e9194|Constant
Bloodsoaked Brawler|3d22738a-d8b6-4bf0-86cb-2ddd95279adb|Troop
Bloombringer|8c8f600c-d360-4ca2-993a-ed9a246f8fcd|Troop
Blossoming Concubunny|f24f0e62-399e-4b52-9704-1dd390e6fcbf|Troop
Bog Walker|dee10c83-8e51-4892-afac-daad1eced76b|Troop
Boltblast Zeppelin|d8770072-7faf-4b5c-86ce-d97e5436a20a|Troop
Boltspasm|20905ff5-106a-4e3f-8eea-66c57e301f9b|Troop
Bombwright|de31cf44-324f-4a50-acf9-6d0b5f2b236c|Troop
Bone Warrior|f4822b71-b1f5-448d-a7e6-b7caf5f11374|Troop
Boomsmith|31c42bc2-3bef-464a-8b21-a475e5cc0b39|Troop
Bottled Vitae|54baf405-1087-4796-9c9a-2969aff87c00|Artifact
Boulder Brute|4a52d446-e618-41d3-a05f-76170e551bac|Troop
Bowie Starlight|d0b9f995-4444-447a-bd22-fbb9e0e58003|Troop
Bramble Creeper|3c9ed97d-c0a8-4d6c-b3ce-593cae09e0d6|Troop
Bravery|34440ca6-1296-4ec5-be35-cd8809524759|Action
Briar Legion|b790dd4f-074a-464e-b5e5-cdab993c2a62|Troop
Briarpatch|72d6378d-c972-4a22-a904-60e97074b6c7|Constant
Briarpatch Conjuror|a87e4497-83d7-4a43-833d-fec31b74ba7b|Troop
Bring To Justice|efa4da97-699f-416f-b25a-3c67615f15b2|Action
Brood Baron|01956875-221c-48d4-8422-4990ab90f4ba|Troop
Brood Baron|7eafedc6-ea27-46b2-901c-b555a05886d7|Troop
Brood Count|caade0e2-9898-4b24-b8cb-d36f2a4037c0|Troop
Brood Creeper|5f2c8a4b-5f38-4743-aff8-a1bd5abd9ad5|Troop
Brood Missionary|0943d886-1b92-45db-a3bc-8eb5f4ddae6b|Troop
Brood Net|96f7e659-5489-4298-be8b-8debfc9bb2ed|Action
Brutal Commander|b6dfa1a2-a88a-40b2-9936-934c5784df55|Troop
Brutecrown Basher|6f1c98e6-7ba6-47b0-bbbd-32b12e00d3c8|Troop
Bubblebee|6d9f102a-538a-401b-b9ab-1d059f851232|Troop
Bucktooth Bannerbunny|9050dfe6-5a0f-425f-88ab-8d1dbab4a923|Troop
Bucktooth Commander|c93f16a7-6080-4776-b0da-c4f4bbbc81d6|Troop
Bucktooth Roshi|c8c90021-e005-4c25-a583-fb8924881a4f|Troop
Builder Bot|85112245-7aed-4a5b-9de9-3c262f11168a|Troop
Bumblebot|5c947376-98f5-49f2-955a-56355754fb02|Troop
Burn|8be63c6d-c744-4274-a07d-d4197366db97|Action
Burn to the Ground|0fe0fcf5-1054-463c-ab01-a1b5743d66b9|Action
Burning Tendrils|d724554a-5556-44ff-b87b-b1831bc6428e|Action
Burning Zombie|c67c7b38-2744-47a6-999e-92f5cf01c6ff|Troop
Burrow Bunny|ee02ea47-f39d-4f4f-93a5-e9ed1a9f2b00|Troop
Callous Awakener|306f537a-d4ae-4148-9f28-45f45de57a58|Troop
Cannon Volley|96be356c-be29-4c63-8e0f-9f4df94015f6|Action
Canyon Howler|8334adae-753e-4c6a-962c-927532a00a79|Troop
Canyon Runner|9a1839ef-e375-4aa6-a57a-5ee28747d05a|Troop
Captain of the Dragon Guard|548aadae-036a-4c19-8e06-10dd8a834ea0|Troop
Careful Rummaging|ce925bff-3d2f-45e0-9e89-ba9766c62a78|Action
Carloth Cobblestone|78e21ed1-e83b-4485-a395-3d13163fa3fb|Resource
Carnasaurus|15032bcc-f5d6-47aa-8610-5d27cd604e96|Troop
Carrion Blob|b768709f-ac4e-49f1-85cd-27bc5ff60ad0|Troop
Casualty of War|a2fd575a-cf48-4712-b238-0d6c0f596a99|Action
Casualty of War|7d4facbe-6380-4f8a-a915-8d763e831bac|Action
Cavern Commando|c3720378-3f37-46fd-9d9e-1957883e73a2|Troop
Cavern Sentry|0260fed3-fceb-40e1-af24-677dcb25fa97|Troop
Cerebral Fulmination|8bf3184f-b2b4-4646-b2e9-ac39079978c9|Constant
Cerulean Grand Strategist|d41a725d-69bc-40b3-9774-dc10373aac99|Troop
Cerulean High Counselor|9d2bfd67-6740-4c20-9f1d-8008e00cb5d7|Troop
Cerulean Highguard|0c06c33e-4394-469e-a2c9-5d191ae28f0a|Troop
Cerulean Lookout|d03fc52f-1c80-4007-bdd5-45b991e2528a|Troop
Cerulean Mentalist|9a9de48b-3bbd-4a33-919e-97435bda2696|Troop
Cerulean Mirror Knight|522ac1ea-cd6a-427d-a9b5-86fb6743456a|Troop
Cerulean Mirror Magi|10a74fa5-d9a6-42bc-8d61-603b538839b5|Troop
Chained Peak Yeti|81339735-6dc5-458f-914a-37ff972fa97e|Troop
Change Course|917ae467-c558-4411-b69f-eb4153e0e705|Action
Chaos Gate|4d084491-c1be-481d-9e7a-704976eb91f8|Artifact
Chaos Key|2bf33499-fa29-4430-a63f-075fd220fb01|Artifact
Chaotic Murmurs|747a2454-0a93-4b20-b382-b671b9389623|Action
Chaotic Rip|3785a41d-01aa-4f09-b0cf-644ad85a46ad|Action
Charge Bot|7325706e-6bf1-4ca4-8d6b-5da13ac069f4|Troop
Charge Colossus|0797bfcc-57b0-4fd0-b509-53a5bca1681a|Troop
Chark, Hired Horn Elite|e540a4c4-b9d6-41f6-a62b-030537f5aaaf|Troop
Cheery Songbird|df805db6-0a85-4efa-87ac-a800e4cccf75|Troop
Cheery Songbird|fadbe61b-1b98-4618-acd2-e346106f00c7|Troop
Chickatwice|8d46a996-b371-460e-97a0-3eeb37f07ce3|Troop
Child of Rust|ebd6b7df-0bd7-4a37-8d66-676a9bc0dcf7|Troop
Chill|bca8c871-f835-45a6-8471-9ee8e64bc7fd|Action
Chilltail Guide|bb14a4b5-9a24-4880-b400-f6c81fda5728|Troop
Chimera Guard Officer|922703b8-966a-435f-8f00-44ee05d72a31|Troop
Chimera Strike|17d2094e-9ed1-464f-bd31-d419ec3dcc02|Action
Chlorophyllia|faa2061e-0519-4d75-ae01-7db899f85d5b|Action
Chomposaur|8df71094-7c83-47ce-b6b7-c3869a9c0736|Troop
Chrome Guardian|a5c65af6-e371-42cf-aed5-058aabf8f0e8|Troop
Chronic Madness|b717f238-7488-46fd-82a6-0d7f2efc9623|Action
Chronodaemon|ebeadbfa-08c1-48ca-8399-9bb7e4c11c59|Troop
Circle of Preservation|36ef758a-39f0-4d98-84e8-ce195aae4975|Constant
Circle of Ruination|761584c7-32bd-41ea-8a5a-3fe504c17ce8|Constant
Citadel of Adamanth|83abd60b-0581-4775-b1ce-c4790ad46462|Action
Clash of Steel|30e00b0c-dafa-4afb-9e50-53ac1af5f12f|Action
Cleansing Touch|629d9031-c8e2-4c19-aa99-7c39506c3300|Action
Clear Sky Stormcaller|134e9fb0-0ef4-4fd3-98a0-78f043deba83|Troop
Clobberdon|9f012b1c-7c17-422e-b8e2-b9a03d8dd681|Troop
Cloud King|57b0a6d1-5212-47bc-aee0-84133a872fe4|Troop
Cloud Queen|0c403d30-51bd-427b-9f3c-adf16120a39f|Troop
Cloud Runner|26c303da-556f-405c-af83-16433f46bf11|Troop
Cloud Titan|64212fa1-054f-4e72-8466-0772d8f5e16e|Troop
Cloudspeaker|25d04064-07b0-457e-affc-b5a116390621|Troop
Cloudwalk|4b64bebb-4169-4bf9-90aa-47aacfaf6158|Action
Cockatwice|ff9f4b37-6b97-4cc6-bbde-87974f1bb678|Troop
Combat Training|ff2a8b04-e2cd-4244-a174-bc8824470de7|Action
Compost|e8fc695c-ee58-4755-8c54-7a0ef877864f|Action
Concubunny|bfce3e26-1d85-4d9f-a72a-f4cead4c93c1|Troop
Concuss|484f544f-8abf-494b-bfc1-f836ccec14f5|Action
Conquest of Romor|147a8268-489e-4c40-80e0-137309e7c6bb|Action
Constantina|361b6dae-5c32-4580-b1f3-9b668322346b|Troop
Construct Guild Underboss|35905aa2-7066-4bd4-ae01-5ff83593b039|Troop
Construction Plans: Crank Rocket|7ee9222e-3b0b-4a72-93a0-7226be00bd4a|Artifact
Construction Plans: Hornet Bot|aa325145-6d3d-474e-b990-608619620fe8|Artifact
Construction Plans: Ingenuity Engine|82623da8-02c8-4743-ae26-fc72455b2685|Artifact
Construction Plans: War Hulk|4335c1aa-5c0d-4a97-b226-3a427ef2fa13|Artifact
Containment Sphere|ea431982-5d6c-4f26-ae01-0ed5da1754af|Artifact
Contract Killing|6bd19ef3-869a-42d4-bb2b-f2eed831ef1f|Action
Coralcove Witch|e1c030e1-812f-4321-9cbe-681da1877c7d|Troop
Corpse Caller|2264e2ad-2886-401d-b7a8-f66a777c2f81|Troop
Corpulith|38b210e9-5227-4cdd-95bf-b21cadd55f97|Troop
Corrupt Harvester|57b7754c-c88b-4920-a8a6-646369bf566c|Troop
Cosmic Shaman|e0992a11-04dc-4727-b617-89ea59b4a7e6|Troop
Cosmic Totem|1176491e-520b-45aa-ab30-f5401216feac|Artifact
Cottontail Bruiser|79da9356-d381-41f8-a4b0-57324040270d|Troop
Cottontail Explorer|c9c08aac-8ccd-43a6-83ad-c2662ab09389|Troop
Cottontail Recruiter|b507438b-d5f9-4cbe-9d82-188427171fd6|Troop
Cottontail Ronin|ce5a8460-da75-44e6-873f-2c35586f5d8d|Troop
Cottontail Scout|f0cc0283-d306-4f11-8c02-ae26b8ec294f|Troop
Countermagic|16c354dd-50a7-45fb-b4e6-309d27cb6575|Action
Crackling Blast|32feca7e-a3f1-487c-a5dc-73683e9ec61f|Action
Crackling Bolt|b844d17f-4edc-41b4-86a2-8fc86a9369d3|Action
Crackling Boon|6b647a1b-aa01-460e-9b44-1406217b4288|Action
Crackling Clash|276eb669-4402-4791-8c55-59aeea16639e|Action
Crackling Magma|b601e00c-0ece-448d-9030-7436b1d8a05f|Action
Crackling Rot|f54a141f-df70-4fda-8f0d-f5105975b856|Action
Crackling Tide|0306e19d-a345-45c9-94a7-eaa83af315c6|Action
Crackling Torment|f7ffe566-bc93-4a87-824c-a8ad9a9a6e33|Action
Crackling Vortex|a8bef093-f262-4710-b5e8-2119a90813ec|Resource
Crackling Wit|f67cc5b1-b6a9-4f5a-8612-3df518493889|Action
Crazed Rummaging|f9fe3621-2f7e-4cbd-a6c4-43fdef6d7d4a|Action
Creepy Conspirators|93f6e62e-6bd4-46f4-9a2b-adc03d80f873|Troop
Cremate|0fd11bac-979f-43f6-933c-7d8aa5e0dbc2|Action
Crimson Clarity|27d5e7db-a1c4-45c1-9bb1-7108c3c288f9|Action
Crimson Slayer|311d43e3-2310-436e-aa5a-d612f0160f1f|Troop
Crimson Slayer|ff343326-4e2d-4d2e-b2f1-cd37bf7d56db|Troop
Cripple|4c7af994-2a96-4041-8aeb-c51320881bb9|Action
Crocosaur|2b8718ba-aeb4-4320-bb18-a07de7e1073c|Troop
Crown of the Primals|54691a8a-77c5-4d54-a21d-cbaa5739d944|Constant
Crucible of Morvarth|ff6ce273-ef93-4edc-ab4a-24e4886d6ca3|Artifact
Cruel Venomblade|e4863d1a-8b6a-494c-8edb-980aacd8dfd8|Troop
Crushing Blow|93c91dde-edfe-40e0-b700-b321b28ec813|Action
Cry of Adamanth|488d5c88-871a-4ea5-8c2f-364c758a0337|Action
